2025-02-03 11:28:03.659 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs/project_log.log
2025-02-03 11:28:03.660 | INFO     | __main__:<module>:50 - Project root: /Users/melissastonerogers/Documents/streamingdata/buzzline-04-stonerogers
2025-02-03 11:28:03.660 | INFO     | __main__:<module>:54 - Data folder: /Users/melissastonerogers/Documents/streamingdata/buzzline-04-stonerogers/data
2025-02-03 11:28:03.660 | INFO     | __main__:<module>:58 - Data file: /Users/melissastonerogers/Documents/streamingdata/buzzline-04-stonerogers/data/buzz_live.json
2025-02-03 11:28:03.660 | INFO     | __main__:main:125 - START producer...
2025-02-03 11:28:03.660 | INFO     | __main__:main:126 - Hit CTRL c (or CMD c) to close.
2025-02-03 11:28:03.660 | INFO     | __main__:get_message_interval:40 - Message interval: 3 seconds
2025-02-03 11:28:03.660 | INFO     | __main__:main:134 - {'message': 'I just saw a trick! It was amazing.', 'author': 'Bob'}
2025-02-03 11:28:06.665 | INFO     | __main__:main:134 - {'message': 'I just saw an app! It was funny.', 'author': 'Alice'}
2025-02-03 11:28:09.671 | INFO     | __main__:main:134 - {'message': 'I just found a trick! It was exciting.', 'author': 'Charlie'}
2025-02-03 11:28:12.674 | INFO     | __main__:main:134 - {'message': 'I just saw an app! It was boring.', 'author': 'Eve'}
2025-02-03 11:28:15.680 | INFO     | __main__:main:134 - {'message': 'I just found a story! It was exciting.', 'author': 'Charlie'}
2025-02-03 11:28:18.683 | INFO     | __main__:main:134 - {'message': 'I just loved an app! It was boring.', 'author': 'Charlie'}
2025-02-03 11:28:21.686 | INFO     | __main__:main:134 - {'message': 'I just shared a movie! It was weird.', 'author': 'Eve'}
2025-02-03 11:28:24.687 | INFO     | __main__:main:134 - {'message': 'I just loved a meme! It was boring.', 'author': 'Bob'}
2025-02-03 11:28:27.694 | INFO     | __main__:main:134 - {'message': 'I just saw an app! It was amazing.', 'author': 'Eve'}
2025-02-03 11:28:29.619 | INFO     | utils.utils_logger:<module>:38 - Logging to file: logs/project_log.log
2025-02-03 11:28:29.619 | INFO     | __main__:<module>:38 - Project root: /Users/melissastonerogers/Documents/streamingdata/buzzline-04-stonerogers
2025-02-03 11:28:29.619 | INFO     | __main__:<module>:39 - Data folder: /Users/melissastonerogers/Documents/streamingdata/buzzline-04-stonerogers/data
2025-02-03 11:28:29.619 | INFO     | __main__:<module>:40 - Data file: /Users/melissastonerogers/Documents/streamingdata/buzzline-04-stonerogers/data/buzz_live.json
2025-02-03 11:28:29.976 | INFO     | __main__:main:155 - START consumer.
2025-02-03 11:28:30.699 | INFO     | __main__:main:134 - {'message': 'I just saw a story! It was funny.', 'author': 'Charlie'}
2025-02-03 11:28:30.979 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just saw a story! It was funny.', 'author': 'Charlie'}
2025-02-03 11:28:30.980 | INFO     | __main__:process_message:121 - Message received from author: Charlie
2025-02-03 11:28:30.980 | INFO     | __main__:process_message:127 - Updated author counts: {'Charlie': 1}
2025-02-03 11:28:31.094 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just saw a story! It was funny.", "author": "Charlie"}

2025-02-03 11:28:33.704 | INFO     | __main__:main:134 - {'message': 'I just loved a movie! It was weird.', 'author': 'Charlie'}
2025-02-03 11:28:34.103 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just loved a movie! It was weird.', 'author': 'Charlie'}
2025-02-03 11:28:34.103 | INFO     | __main__:process_message:121 - Message received from author: Charlie
2025-02-03 11:28:34.104 | INFO     | __main__:process_message:127 - Updated author counts: {'Charlie': 2}
2025-02-03 11:28:34.178 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just loved a movie! It was weird.", "author": "Charlie"}

2025-02-03 11:28:36.710 | INFO     | __main__:main:134 - {'message': 'I just found a trick! It was boring.', 'author': 'Charlie'}
2025-02-03 11:28:37.187 | INFO     | __main__:process_message:115 - Processed JSON message: {'message': 'I just found a trick! It was boring.', 'author': 'Charlie'}
2025-02-03 11:28:37.187 | INFO     | __main__:process_message:121 - Message received from author: Charlie
2025-02-03 11:28:37.187 | INFO     | __main__:process_message:127 - Updated author counts: {'Charlie': 3}
2025-02-03 11:28:37.230 | INFO     | __main__:process_message:133 - Chart updated successfully for message: {"message": "I just found a trick! It was boring.", "author": "Charlie"}

2025-02-03 11:28:39.716 | INFO     | __main__:main:134 - {'message': 'I just shared an app! It was funny.', 'author': 'Alice'}
